startix,ndate,trk,meet,race,raceix,hid,fin,post0,nh1
1501971,20150103,WD,E,3,190098,400182,5,6.0000,8.0000
1501972,20150103,WD,E,3,190098,429158,6,4.0000,8.0000
1501973,20150103,WD,E,3,190098,182712,7,3.0000,8.0000
1501974,20150103,WD,E,3,190098,54640,8,5.0000,8.0000
1501975,20150103,WD,E,4,190099,773318,1,5.0000,8.0000
1501976,20150103,WD,E,4,190099,909433,2,3.0000,8.0000
1501977,20150103,WD,E,4,190099,573951,3,7.0000,8.0000
1501978,20150103,WD,E,4,190099,755978,4,2.0000,8.0000
1501979,20150103,WD,E,4,190099,6972,5,6.0000,8.0000
1501980,20150103,WD,E,4,190099,708187,6,4.0000,8.0000
1501981,20150103,WD,E,4,190099,1044458,7,1.0000,8.0000
1501982,20150103,WD,E,4,190099,398428,8,8.0000,8.0000
1501983,20150103,WD,E,5,190100,215277,1,8.0000,8.0000
1501984,20150103,WD,E,5,190100,895702,2,1.0000,8.0000
1501985,20150103,WD,E,5,190100,881314,3,3.0000,8.0000
1501986,20150103,WD,E,5,190100,1077009,4,2.0000,8.0000
1501987,20150103,WD,E,5,190100,357146,5,7.0000,8.0000
1501988,20150103,WD,E,5,190100,1032947,6,5.0000,8.0000
1501989,20150103,WD,E,5,190100,689641,7,6.0000,8.0000
1501990,20150103,WD,E,5,190100,831218,8,4.0000,8.0000
1501991,20150103,WD,E,6,190101,288568,1,5.0000,8.0000
1501992,20150103,WD,E,6,190101,503529,2,3.0000,8.0000
1501993,20150103,WD,E,6,190101,374045,3,4.0000,8.0000
1501994,20150103,WD,E,6,190101,462784,4,6.0000,8.0000
1501995,20150103,WD,E,6,190101,739323,5,1.0000,8.0000
1501996,20150103,WD,E,6,190101,629079,6,8.0000,8.0000
1501997,20150103,WD,E,6,190101,470783,7,7.0000,8.0000
1501998,20150103,WD,E,6,190101,923492,8,2.0000,8.0000
1501999,20150103,WD,E,7,190102,783900,1,1.0000,8.0000
1502000,20150103,WD,E,7,190102,585840,2,6.0000,8.0000
1502001,20150103,WD,E,7,190102,957131,3,5.0000,8.0000
1502002,20150103,WD,E,7,190102,251537,4,4.0000,8.0000
1502003,20150103,WD,E,7,190102,279417,5,3.0000,8.0000
1502004,20150103,WD,E,7,190102,906962,6,2.0000,8.0000
1502005,20150103,WD,E,7,190102,422688,7,8.0000,8.0000
1502006,20150103,WD,E,7,190102,994023,8,7.0000,8.0000
1502007,20150103,WD,E,8,190103,391059,1,3.0000,7.0000
1502008,20150103,WD,E,8,190103,495001,2,2.0000,7.0000
1502009,20150103,WD,E,8,190103,880696,3,1.0000,7.0000
1502010,20150103,WD,E,8,190103,493826,4,6.0000,7.0000
1502011,20150103,WD,E,8,190103,189548,5,8.0000,7.0000
1502012,20150103,WD,E,8,190103,662835,6,4.0000,7.0000
1502013,20150103,WD,E,8,190103,216840,7,7.0000,7.0000
1502014,20150103,WD,E,9,190104,1022334,1,1.0000,8.0000
1502015,20150103,WD,E,9,190104,399448,2,6.0000,8.0000
1502016,20150103,WD,E,9,190104,802078,3,7.0000,8.0000
1502017,20150103,WD,E,9,190104,869238,4,2.0000,8.0000
1502018,20150103,WD,E,9,190104,827649,5,5.0000,8.0000
1502019,20150103,WD,E,9,190104,406419,6,8.0000,8.0000
1502020,20150103,WD,E,9,190104,535610,7,4.0000,8.0000
1502021,20150103,WD,E,9,190104,583660,8,3.0000,8.0000
1502022,20150103,WD,E,10,190105,328997,1,1.0000,8.0000
1502023,20150103,WD,E,10,190105,796126,2,2.0000,8.0000
1502024,20150103,WD,E,10,190105,873890,3,8.0000,8.0000
1502025,20150103,WD,E,10,190105,357669,4,7.0000,8.0000
1502026,20150103,WD,E,10,190105,302193,5,5.0000,8.0000
1502027,20150103,WD,E,10,190105,385894,6,4.0000,8.0000
1502028,20150103,WD,E,10,190105,209150,7,3.0000,8.0000
1502029,20150103,WD,E,10,190105,296151,8,6.0000,8.0000
1502030,20150103,WD,E,11,190106,280890,1,1.0000,8.0000
1502031,20150103,WD,E,11,190106,261853,2,8.0000,8.0000
1502032,20150103,WD,E,11,190106,1023447,3,5.0000,8.0000
1502033,20150103,WD,E,11,190106,908824,4,7.0000,8.0000
1502034,20150103,WD,E,11,190106,236936,5,2.0000,8.0000
1502035,20150103,WD,E,11,190106,302288,6,3.0000,8.0000
1502036,20150103,WD,E,11,190106,467035,7,6.0000,8.0000
1502037,20150103,WD,E,11,190106,251603,8,4.0000,8.0000
1502038,20150103,WD,E,12,190107,693988,1,1.0000,8.0000
1502039,20150103,WD,E,12,190107,796120,2,3.0000,8.0000
1502040,20150103,WD,E,12,190107,244840,3,2.0000,8.0000
1502041,20150103,WD,E,12,190107,805039,4,6.0000,8.0000
1502042,20150103,WD,E,12,190107,661204,5,8.0000,8.0000
1502043,20150103,WD,E,12,190107,816284,6,7.0000,8.0000
1502044,20150103,WD,E,12,190107,799608,7,4.0000,8.0000
1502045,20150103,WD,E,12,190107,709478,8,5.0000,8.0000
1502046,20150103,WD,E,13,190108,391717,1,5.0000,8.0000
1502047,20150103,WD,E,13,190108,436567,2,2.0000,8.0000
1502048,20150103,WD,E,13,190108,941973,3,8.0000,8.0000
1502049,20150103,WD,E,13,190108,626669,4,7.0000,8.0000
1502050,20150103,WD,E,13,190108,220993,5,3.0000,8.0000
1502051,20150103,WD,E,13,190108,767437,6,1.0000,8.0000
1502052,20150103,WD,E,13,190108,787536,7,6.0000,8.0000
1502053,20150103,WD,E,13,190108,696184,8,4.0000,8.0000
1502054,20150104,BR,A,1,190109,861955,1,4.0000,8.0000
1502055,20150104,BR,A,1,190109,925595,2,8.0000,8.0000
1502056,20150104,BR,A,1,190109,1040241,3,7.0000,8.0000
1502057,20150104,BR,A,1,190109,262037,4,1.0000,8.0000
1502058,20150104,BR,A,1,190109,916521,5,6.0000,8.0000
1502059,20150104,BR,A,1,190109,938721,6,5.0000,8.0000
1502060,20150104,BR,A,1,190109,461935,7,2.0000,8.0000
1502061,20150104,BR,A,1,190109,567386,8,3.0000,8.0000
1502062,20150104,BR,A,2,190110,285542,1,3.0000,8.0000
1502063,20150104,BR,A,2,190110,559835,2,5.0000,8.0000
1502064,20150104,BR,A,2,190110,674080,3,6.0000,8.0000
1502065,20150104,BR,A,2,190110,567226,4,8.0000,8.0000
1502066,20150104,BR,A,2,190110,924961,5,7.0000,8.0000
1502067,20150104,BR,A,2,190110,657846,6,4.0000,8.0000
1502068,20150104,BR,A,2,190110,458674,7,2.0000,8.0000
1502069,20150104,BR,A,2,190110,337836,8,1.0000,8.0000
1502070,20150104,BR,A,3,190111,1026177,1,1.0000,8.0000
1502071,20150104,BR,A,3,190111,906655,2,4.0000,8.0000
1502072,20150104,BR,A,3,190111,965806,3,2.0000,8.0000
1502073,20150104,BR,A,3,190111,1058105,4,3.0000,8.0000
1502074,20150104,BR,A,3,190111,579437,5,8.0000,8.0000
1502075,20150104,BR,A,3,190111,814183,6,6.0000,8.0000
1502076,20150104,BR,A,3,190111,714180,7,5.0000,8.0000
1502077,20150104,BR,A,3,190111,1025451,8,7.0000,8.0000
1502078,20150104,BR,A,4,190112,987796,1,5.0000,8.0000
1502079,20150104,BR,A,4,190112,868943,2,8.0000,8.0000
1502080,20150104,BR,A,4,190112,786944,3,1.0000,8.0000
1502081,20150104,BR,A,4,190112,335666,4,7.0000,8.0000
1502082,20150104,BR,A,4,190112,683704,5,6.0000,8.0000
1502083,20150104,BR,A,4,190112,787400,6,4.0000,8.0000
1502084,20150104,BR,A,4,190112,38,7,3.0000,8.0000
1502085,20150104,BR,A,4,190112,1030985,8,2.0000,8.0000
1502086,20150104,BR,A,5,190113,238704,1,4.0000,8.0000
1502087,20150104,BR,A,5,190113,197815,2,7.0000,8.0000
1502088,20150104,BR,A,5,190113,696185,3,1.0000,8.0000
1502089,20150104,BR,A,5,190113,450002,4,8.0000,8.0000
1502090,20150104,BR,A,5,190113,354014,5,2.0000,8.0000
1502091,20150104,BR,A,5,190113,507353,6,6.0000,8.0000
1502092,20150104,BR,A,5,190113,863255,7,5.0000,8.0000
1502093,20150104,BR,A,5,190113,307862,8,3.0000,8.0000
1502094,20150104,BR,A,6,190114,548389,1,4.0000,8.0000
1502095,20150104,BR,A,6,190114,832271,2,7.0000,8.0000
1502096,20150104,BR,A,6,190114,528162,3,5.0000,8.0000
1502097,20150104,BR,A,6,190114,887626,4,2.0000,8.0000
1502098,20150104,BR,A,6,190114,650065,5,1.0000,8.0000
1502099,20150104,BR,A,6,190114,633362,6,8.0000,8.0000
1502100,20150104,BR,A,6,190114,420324,7,6.0000,8.0000
1502101,20150104,BR,A,6,190114,714409,8,3.0000,8.0000
1502102,20150104,BR,A,7,190115,996863,1,7.0000,7.0000
1502103,20150104,BR,A,7,190115,158262,2,2.0000,7.0000
1502104,20150104,BR,A,7,190115,978953,3,4.0000,7.0000
1502105,20150104,BR,A,7,190115,527427,4,8.0000,7.0000
1502106,20150104,BR,A,7,190115,243586,5,1.0000,7.0000
1502107,20150104,BR,A,7,190115,869385,6,3.0000,7.0000
1502108,20150104,BR,A,7,190115,882953,7,6.0000,7.0000
1502109,20150104,BR,A,8,190116,1025116,1,7.0000,7.0000
1502110,20150104,BR,A,8,190116,1049231,2,3.0000,7.0000
1502111,20150104,BR,A,8,190116,1000634,3,6.0000,7.0000
1502112,20150104,BR,A,8,190116,1008505,4,8.0000,7.0000
1502113,20150104,BR,A,8,190116,1049253,5,4.0000,7.0000
1502114,20150104,BR,A,8,190116,986197,6,2.0000,7.0000
1502115,20150104,BR,A,8,190116,1049287,7,1.0000,7.0000
1502116,20150104,BR,A,9,190117,906801,1,4.0000,8.0000
1502117,20150104,BR,A,9,190117,965178,2,5.0000,8.0000
1502118,20150104,BR,A,9,190117,786994,3,8.0000,8.0000
1502119,20150104,BR,A,9,190117,916259,4,7.0000,8.0000
1502120,20150104,BR,A,9,190117,576029,5,6.0000,8.0000
1502121,20150104,BR,A,9,190117,881899,6,1.0000,8.0000
1502122,20150104,BR,A,9,190117,121533,7,2.0000,8.0000
1502123,20150104,BR,A,9,190117,831643,8,3.0000,8.0000
1502124,20150104,BR,A,10,190118,735006,1,1.0000,8.0000
1502125,20150104,BR,A,10,190118,741419,2,3.0000,8.0000
1502126,20150104,BR,A,10,190118,635798,3,2.0000,8.0000
1502127,20150104,BR,A,10,190118,711979,4,7.0000,8.0000
1502128,20150104,BR,A,10,190118,571050,5,8.0000,8.0000
1502129,20150104,BR,A,10,190118,925254,6,6.0000,8.0000
1502130,20150104,BR,A,10,190118,527668,7,4.0000,8.0000
1502131,20150104,BR,A,10,190118,361636,8,5.0000,8.0000
1502132,20150104,BR,A,11,190119,696174,1,8.0000,8.0000
1502133,20150104,BR,A,11,190119,562814,2,1.0000,8.0000
1502134,20150104,BR,A,11,190119,714022,3,7.0000,8.0000
1502135,20150104,BR,A,11,190119,910168,4,5.0000,8.0000
1502136,20150104,BR,A,11,190119,924896,5,3.0000,8.0000
1502137,20150104,BR,A,11,190119,696368,6,4.0000,8.0000
1502138,20150104,BR,A,11,190119,657737,7,2.0000,8.0000
1502139,20150104,BR,A,11,190119,679851,8,6.0000,8.0000
1502140,20150104,BR,A,12,190120,320071,1,2.0000,8.0000
1502141,20150104,BR,A,12,190120,966161,2,8.0000,8.0000
1502142,20150104,BR,A,12,190120,622972,3,1.0000,8.0000
1502143,20150104,BR,A,12,190120,937369,4,5.0000,8.0000
1502144,20150104,BR,A,12,190120,763887,5,7.0000,8.0000
1502145,20150104,BR,A,12,190120,461485,6,4.0000,8.0000
1502146,20150104,BR,A,12,190120,325463,7,3.0000,8.0000
1502147,20150104,BR,A,12,190120,675199,8,6.0000,8.0000
1502148,20150104,MG,A,1,190121,1088400,1,1.0000,8.0000
1502149,20150104,MG,A,1,190121,1081014,2,3.0000,8.0000
1502150,20150104,MG,A,1,190121,1039559,3,4.0000,8.0000
1502151,20150104,MG,A,1,190121,977792,4,7.0000,8.0000
1502152,20150104,MG,A,1,190121,1066510,5,8.0000,8.0000
1502153,20150104,MG,A,1,190121,1039942,6,5.0000,8.0000
1502154,20150104,MG,A,1,190121,1040321,7,2.0000,8.0000
1502155,20150104,MG,A,1,190121,996551,8,6.0000,8.0000
1502156,20150104,MG,A,2,190122,955092,1,1.0000,8.0000
1502157,20150104,MG,A,2,190122,1040193,2,8.0000,8.0000
1502158,20150104,MG,A,2,190122,934575,3,7.0000,8.0000
1502159,20150104,MG,A,2,190122,1040251,4,5.0000,8.0000
1502160,20150104,MG,A,2,190122,696953,5,2.0000,8.0000
1502161,20150104,MG,A,2,190122,742400,6,3.0000,8.0000
1502162,20150104,MG,A,2,190122,839213,7,6.0000,8.0000
1502163,20150104,MG,A,2,190122,1039479,8,4.0000,8.0000
1502164,20150104,MG,A,3,190123,495144,1,6.0000,8.0000
1502165,20150104,MG,A,3,190123,586862,2,2.0000,8.0000
1502166,20150104,MG,A,3,190123,4340,3,8.0000,8.0000
1502167,20150104,MG,A,3,190123,495259,4,7.0000,8.0000
1502168,20150104,MG,A,3,190123,964198,5,1.0000,8.0000
1502169,20150104,MG,A,3,190123,317862,6,3.0000,8.0000
1502170,20150104,MG,A,3,190123,857711,7,5.0000,8.0000
1502171,20150104,MG,A,3,190123,909808,8,4.0000,8.0000
1502172,20150104,MG,A,4,190124,1085165,1,7.0000,8.0000
1502173,20150104,MG,A,4,190124,1040249,2,2.0000,8.0000
1502174,20150104,MG,A,4,190124,1089394,3,5.0000,8.0000
1502175,20150104,MG,A,4,190124,1039966,4,1.0000,8.0000
1502176,20150104,MG,A,4,190124,995468,5,4.0000,8.0000
1502177,20150104,MG,A,4,190124,1061278,6,3.0000,8.0000
1502178,20150104,MG,A,4,190124,1085292,7,6.0000,8.0000
1502179,20150104,MG,A,4,190124,1076218,8,8.0000,8.0000
1502180,20150104,MG,A,5,190125,877207,1,5.0000,8.0000
1502181,20150104,MG,A,5,190125,1076530,2,6.0000,8.0000
1502182,20150104,MG,A,5,190125,222845,3,1.0000,8.0000
1502183,20150104,MG,A,5,190125,238561,4,2.0000,8.0000
1502184,20150104,MG,A,5,190125,587841,5,8.0000,8.0000
1502185,20150104,MG,A,5,190125,499878,6,4.0000,8.0000
1502186,20150104,MG,A,5,190125,407875,7,7.0000,8.0000
1502187,20150104,MG,A,5,190125,771462,8,3.0000,8.0000
1502188,20150104,MG,A,6,190126,272542,1,7.0000,8.0000
1502189,20150104,MG,A,6,190126,542969,2,5.0000,8.0000
1502190,20150104,MG,A,6,190126,565583,3,1.0000,8.0000
1502191,20150104,MG,A,6,190126,696090,4,3.0000,8.0000
1502192,20150104,MG,A,6,190126,632898,5,8.0000,8.0000
1502193,20150104,MG,A,6,190126,218132,6,6.0000,8.0000
1502194,20150104,MG,A,6,190126,726822,7,2.0000,8.0000
1502195,20150104,MG,A,6,190126,543447,8,4.0000,8.0000
1502196,20150104,MG,A,7,190127,636205,1,8.0000,8.0000
1502197,20150104,MG,A,7,190127,588116,2,1.0000,8.0000
1502198,20150104,MG,A,7,190127,627501,3,4.0000,8.0000
1502199,20150104,MG,A,7,190127,690837,4,2.0000,8.0000
1502200,20150104,MG,A,7,190127,824452,5,7.0000,8.0000
1502201,20150104,MG,A,7,190127,142804,6,5.0000,8.0000
1502202,20150104,MG,A,7,190127,785518,7,6.0000,8.0000
1502203,20150104,MG,A,7,190127,583779,8,3.0000,8.0000
1502204,20150104,MG,A,8,190128,522119,1,7.0000,8.0000
1502205,20150104,MG,A,8,190128,497975,2,8.0000,8.0000
1502206,20150104,MG,A,8,190128,273386,3,4.0000,8.0000
1502207,20150104,MG,A,8,190128,416779,4,2.0000,8.0000
1502208,20150104,MG,A,8,190128,538569,5,6.0000,8.0000
1502209,20150104,MG,A,8,190128,936793,6,3.0000,8.0000
1502210,20150104,MG,A,8,190128,994812,7,1.0000,8.0000
1502211,20150104,MG,A,8,190128,623055,8,5.0000,8.0000
1502212,20150104,MG,A,9,190129,895693,1,3.0000,8.0000
1502213,20150104,MG,A,9,190129,521896,2,7.0000,8.0000
1502214,20150104,MG,A,9,190129,768521,3,1.0000,8.0000
1502215,20150104,MG,A,9,190129,481559,4,8.0000,8.0000
1502216,20150104,MG,A,9,190129,868059,5,4.0000,8.0000
1502217,20150104,MG,A,9,190129,586894,6,2.0000,8.0000
1502218,20150104,MG,A,9,190129,995378,7,6.0000,8.0000
1502219,20150104,MG,A,9,190129,340941,8,5.0000,8.0000
1502220,20150104,MG,E,1,190130,559516,1,4.0000,8.0000
1502221,20150104,MG,E,1,190130,587803,2,8.0000,8.0000
1502222,20150104,MG,E,1,190130,1039547,3,7.0000,8.0000
1502223,20150104,MG,E,1,190130,414876,4,2.0000,8.0000
1502224,20150104,MG,E,1,190130,945682,5,6.0000,8.0000
1502225,20150104,MG,E,1,190130,807102,6,1.0000,8.0000
1502226,20150104,MG,E,1,190130,839693,7,3.0000,8.0000
1502227,20150104,MG,E,1,190130,515901,8,5.0000,8.0000
1502228,20150104,MG,E,2,190131,1040305,1,7.0000,8.0000
1502229,20150104,MG,E,2,190131,1039814,2,1.0000,8.0000
1502230,20150104,MG,E,2,190131,510235,3,6.0000,8.0000
1502231,20150104,MG,E,2,190131,534842,4,3.0000,8.0000
1502232,20150104,MG,E,2,190131,699668,5,2.0000,8.0000
1502233,20150104,MG,E,2,190131,936589,6,8.0000,8.0000
1502234,20150104,MG,E,2,190131,173298,7,5.0000,8.0000
1502235,20150104,MG,E,2,190131,823310,8,4.0000,8.0000
1502236,20150104,MG,E,3,190132,745728,1,7.0000,8.0000
1502237,20150104,MG,E,3,190132,1039788,2,4.0000,8.0000
1502238,20150104,MG,E,3,190132,679800,3,3.0000,8.0000
1502239,20150104,MG,E,3,190132,1039860,4,6.0000,8.0000
1502240,20150104,MG,E,3,190132,814381,5,1.0000,8.0000
1502241,20150104,MG,E,3,190132,986431,6,5.0000,8.0000
1502242,20150104,MG,E,3,190132,1039841,7,8.0000,8.0000
1502243,20150104,MG,E,3,190132,1012763,8,2.0000,8.0000
1502244,20150104,MG,E,4,190133,509952,1,6.0000,8.0000
1502245,20150104,MG,E,4,190133,763114,2,1.0000,8.0000
1502246,20150104,MG,E,4,190133,1062162,3,8.0000,8.0000
1502247,20150104,MG,E,4,190133,739420,4,4.0000,8.0000
1502248,20150104,MG,E,4,190133,436505,5,5.0000,8.0000
1502249,20150104,MG,E,4,190133,575779,6,7.0000,8.0000
1502250,20150104,MG,E,4,190133,1067154,7,3.0000,8.0000
1502251,20150104,MG,E,4,190133,1040007,8,2.0000,8.0000
1502252,20150104,MG,E,5,190134,598758,1,6.0000,8.0000
1502253,20150104,MG,E,5,190134,798865,2,7.0000,8.0000
1502254,20150104,MG,E,5,190134,489184,3,3.0000,8.0000
1502255,20150104,MG,E,5,190134,488944,4,4.0000,8.0000
1502256,20150104,MG,E,5,190134,205430,5,8.0000,8.0000
1502257,20150104,MG,E,5,190134,678448,6,5.0000,8.0000
1502258,20150104,MG,E,5,190134,933720,7,2.0000,8.0000
1502259,20150104,MG,E,5,190134,290365,8,1.0000,8.0000
1502260,20150104,MG,E,6,190135,682106,1,7.0000,7.0000
1502261,20150104,MG,E,6,190135,439404,2,3.0000,7.0000
1502262,20150104,MG,E,6,190135,587419,3,5.0000,7.0000
1502263,20150104,MG,E,6,190135,678886,4,4.0000,7.0000
1502264,20150104,MG,E,6,190135,477913,5,2.0000,7.0000
1502265,20150104,MG,E,6,190135,727043,6,8.0000,7.0000
1502266,20150104,MG,E,6,190135,391661,7,1.0000,7.0000
1502267,20150104,MG,E,7,190136,868952,1,3.0000,8.0000
1502268,20150104,MG,E,7,190136,404398,2,1.0000,8.0000
1502269,20150104,MG,E,7,190136,586632,3,2.0000,8.0000
1502270,20150104,MG,E,7,190136,640613,4,6.0000,8.0000
1502271,20150104,MG,E,7,190136,607246,5,4.0000,8.0000
1502272,20150104,MG,E,7,190136,228716,6,7.0000,8.0000
1502273,20150104,MG,E,7,190136,566915,7,8.0000,8.0000
1502274,20150104,MG,E,7,190136,936503,8,5.0000,8.0000
1502275,20150104,MG,E,8,190137,537888,1,3.0000,8.0000
1502276,20150104,MG,E,8,190137,582190,2,7.0000,8.0000
1502277,20150104,MG,E,8,190137,807801,3,4.0000,8.0000
1502278,20150104,MG,E,8,190137,601782,4,8.0000,8.0000
1502279,20150104,MG,E,8,190137,498167,5,1.0000,8.0000
1502280,20150104,MG,E,8,190137,590392,6,6.0000,8.0000
1502281,20150104,MG,E,8,190137,419407,7,5.0000,8.0000
1502282,20150104,MG,E,8,190137,950393,8,2.0000,8.0000
1502283,20150104,MG,E,9,190138,419784,1,1.0000,7.0000
1502284,20150104,MG,E,9,190138,1039831,2,7.0000,7.0000
1502285,20150104,MG,E,9,190138,248623,3,6.0000,7.0000
1502286,20150104,MG,E,9,190138,109331,4,4.0000,7.0000
1502287,20150104,MG,E,9,190138,607112,5,5.0000,7.0000
1502288,20150104,MG,E,9,190138,915497,6,2.0000,7.0000
1502289,20150104,MG,E,9,190138,463469,7,3.0000,7.0000
1502290,20150104,NF,A,1,190139,744849,1,7.0000,8.0000
1502291,20150104,NF,A,1,190139,104436,2,2.0000,8.0000
1502292,20150104,NF,A,1,190139,655045,3,1.0000,8.0000
1502293,20150104,NF,A,1,190139,977311,4,4.0000,8.0000
1502294,20150104,NF,A,1,190139,509905,5,6.0000,8.0000
1502295,20150104,NF,A,1,190139,417144,6,5.0000,8.0000
1502296,20150104,NF,A,1,190139,490080,7,3.0000,8.0000
1502297,20150104,NF,A,1,190139,578510,8,8.0000,8.0000
1502298,20150104,NF,A,2,190140,1027251,1,5.0000,8.0000
1502299,20150104,NF,A,2,190140,1033673,2,7.0000,8.0000
1502300,20150104,NF,A,2,190140,1084650,3,4.0000,8.0000
1502301,20150104,NF,A,2,190140,995216,4,6.0000,8.0000
1502302,20150104,NF,A,2,190140,1075010,5,8.0000,8.0000
1502303,20150104,NF,A,2,190140,1047221,6,2.0000,8.0000
1502304,20150104,NF,A,2,190140,1070312,7,1.0000,8.0000
1502305,20150104,NF,A,2,190140,1039513,8,3.0000,8.0000
1502306,20150104,NF,A,3,190141,499076,1,6.0000,8.0000
1502307,20150104,NF,A,3,190141,840757,2,5.0000,8.0000
1502308,20150104,NF,A,3,190141,216301,3,1.0000,8.0000
1502309,20150104,NF,A,3,190141,233943,4,7.0000,8.0000
1502310,20150104,NF,A,3,190141,393668,5,4.0000,8.0000
1502311,20150104,NF,A,3,190141,787557,6,8.0000,8.0000
1502312,20150104,NF,A,3,190141,836390,7,3.0000,8.0000
1502313,20150104,NF,A,3,190141,812301,8,2.0000,8.0000
1502314,20150104,NF,A,4,190142,277460,1,7.0000,8.0000
1502315,20150104,NF,A,4,190142,503456,2,5.0000,8.0000
1502316,20150104,NF,A,4,190142,423929,3,1.0000,8.0000
1502317,20150104,NF,A,4,190142,731630,4,3.0000,8.0000
1502318,20150104,NF,A,4,190142,829851,5,4.0000,8.0000
1502319,20150104,NF,A,4,190142,514617,6,6.0000,8.0000
1502320,20150104,NF,A,4,190142,358803,7,8.0000,8.0000
1502321,20150104,NF,A,4,190142,432461,8,2.0000,8.0000
1502322,20150104,NF,A,5,190143,1061132,1,7.0000,8.0000
1502323,20150104,NF,A,5,190143,379854,2,3.0000,8.0000
1502324,20150104,NF,A,5,190143,758282,3,8.0000,8.0000
1502325,20150104,NF,A,5,190143,417986,4,2.0000,8.0000
1502326,20150104,NF,A,5,190143,679699,5,4.0000,8.0000
1502327,20150104,NF,A,5,190143,519705,6,1.0000,8.0000
1502328,20150104,NF,A,5,190143,974006,7,5.0000,8.0000
1502329,20150104,NF,A,5,190143,1042359,8,6.0000,8.0000
1502330,20150104,NF,A,6,190144,734270,1,6.0000,8.0000
1502331,20150104,NF,A,6,190144,482501,2,1.0000,8.0000
1502332,20150104,NF,A,6,190144,442046,3,7.0000,8.0000
1502333,20150104,NF,A,6,190144,519644,4,5.0000,8.0000
1502334,20150104,NF,A,6,190144,494518,5,2.0000,8.0000
1502335,20150104,NF,A,6,190144,977544,6,4.0000,8.0000
1502336,20150104,NF,A,6,190144,577984,7,3.0000,8.0000
1502337,20150104,NF,A,6,190144,384911,8,8.0000,8.0000
1502338,20150104,NF,A,7,190145,1069983,1,7.0000,8.0000
1502339,20150104,NF,A,7,190145,662911,2,5.0000,8.0000
1502340,20150104,NF,A,7,190145,1033689,3,4.0000,8.0000
1502341,20150104,NF,A,7,190145,605922,4,8.0000,8.0000
1502342,20150104,NF,A,7,190145,283003,5,3.0000,8.0000
1502343,20150104,NF,A,7,190145,468666,6,2.0000,8.0000
1502344,20150104,NF,A,7,190145,1038252,7,1.0000,8.0000
1502345,20150104,NF,A,7,190145,673342,8,6.0000,8.0000
1502346,20150104,NF,A,8,190146,382508,1,7.0000,8.0000
1502347,20150104,NF,A,8,190146,134022,2,2.0000,8.0000
1502348,20150104,NF,A,8,190146,238931,3,8.0000,8.0000
1502349,20150104,NF,A,8,190146,590339,4,3.0000,8.0000
1502350,20150104,NF,A,8,190146,799796,5,1.0000,8.0000
1502351,20150104,NF,A,8,190146,768255,6,5.0000,8.0000
1502352,20150104,NF,A,8,190146,493544,7,4.0000,8.0000
1502353,20150104,NF,A,8,190146,296351,8,6.0000,8.0000
1502354,20150104,NF,T,1,190147,566420,1,2.0000,8.0000
1502355,20150104,NF,T,1,190147,563577,2,6.0000,8.0000
1502356,20150104,NF,T,1,190147,514826,3,5.0000,8.0000
1502357,20150104,NF,T,1,190147,135464,4,7.0000,8.0000
1502358,20150104,NF,T,1,190147,513542,5,8.0000,8.0000
1502359,20150104,NF,T,1,190147,587962,6,3.0000,8.0000
1502360,20150104,NF,T,1,190147,335463,7,4.0000,8.0000
1502361,20150104,NF,T,1,190147,920073,8,1.0000,8.0000
